Group,Group Id
Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM),2703
Al-Fajr,2704
Alcubar group,2705
Black Widows,2706
Supporters of Sultan Abd-al-Bagi,2707
Al-Fatihin Army (AFA),2708
Janatantrik Terai Mukti Morcha- Prithvi Singh (JTMM-P),2709
Mlada Bosna,2710
Kata'ib Hezbollah,2711
Conspiracy of Cells of Fire,2712
Armed Revolutionary Action (ENEDRA),2713
United Democratic Terai Liberation Front (UDTLF),2714
Nepal Defense Army,2715
The United Revolutionary Front of Bhutan,2716
Munadil al-Jumalyi Brigade,2717
The Jean Marc Rouillan Armed and Heartless Columns,2718
Ahrar Al-Jalil (Free People of the Galilee),2719
Iraq's Jihadist Leagues,2720
Jaish Al-Umma (Army of the Nation),2721
The Nation's Army,2722
Samyukta Janatantrik Terai Mukti Morcha (SJTMM),2723
National Socialist Council of Nagaland-Khaplang (NSCN-K),2724
Jihadi Movement of the Sunna People of Iran,2725
Shan State Army - South (SSA-S),2726
Caucasus Emirate,2727
Forbidden Blockade (Greece),2728
National Liberation Front (FNL) (Burundi),2729
Anti-Democratic Struggle,2730
LW,2731
Terai Cobra,2732
Jharkhand Liberation Tigers (JLT),2733
Hmar People's Convention-Democracy (HPC-D),2734
Al-Mujahedin Brigades (Palestine),2735
Madhesi Mukti Tigers (MMT),2736
Runda Kumpulan Kecil (RKK),2737
Eastern Turkistan Islamic Movement (ETIM),2738
Janatantrik Terai Mukti Morcha- Rajan Mukti (JTMM-R),2739
Future movement (Lebanon),2740
Progressive Socialist Party (PSP),2741
Conqueror Army,2742
Farmer's Movement of the Philippines (KMP),2743
Gangs of Conscience,2744
People's United Liberation Front (PULF),2745
Naga People's Council (NPC),2746
Akhil Terai Mukti Morcha (ATMM),2747
Somali Islamic Front,2748
Kirat Janabadi Workers Party,2749
Red Sea Afar Democratic Organization (RSADO),2750
Hynniewtrep National Liberation Council (HNLC),2751
National Alliance (Chad),2752
Madhesi Virus Killers,2753
Niger Delta Freedom Fighters (NDDF),2754
People's Liberation Front of India,2755
Popular Will (Greece),2756
All Kamatapur Liberation Force,2757
South Ossetian Separatists,2758
14 March Coalition,2759
Juarez Cartel (Carrillo-Fuentes / Mexico),2760
Turkestan Islamic Party,2761
Indian Mujahideen,2762
Anti-Liberal extremists,2763
Umbane People's Liberation Army (Swaziland),2764
Janatantrik Terai Mukti Morcha- Ranbir Singh (JTMM-RS),2765
National Liberation Army (Nepal),2766
Hizbul al Islam (Somalia),2767
Forest Brothers,2768
Jundallah (Pakistan),2769
Gulf Cartel,2770
Army of State Liberators,2771
Forces for the Unification of the Central African Republic (FIRCA),2772
Kurdistan Free Life Party,2773
National Congress for the Defense of the People (CNDP),2774
Mahaz Fedai Tahrik Islami Afghanistan,2775
Incendiary Committee of Solidarity for Detainees,2776
Deccan Mujahideen,2777
Rastriya Janashakti Party (RJP),2778
Militant Organization of Russian Nationalists,2779
Afghan Revolutionary Front,2780
Ahlu-sunah Wal-jamea (Somalia),2781
Ansar Wa Mohajir (Pakistan),2782
23 May Democratic Alliance (Algeria),2783
Congolese Patriotic Resistence-Patriotic Armed Forces (Pareco/FAP),2784
Madhesh Rastra Janatantrik Revolutionary (RJR) - Nepal,2785
Baloch Liberation Front (BLF),2786
Mahan Madhesh Janakantri Party (MMJP)- Nepal,2787
Hushaysh Tribal Members,2788
Mongolian Mukti Morcha,2789
Salafi Extremists,2790
Supreme Command for Jihad and Liberation,2791
Bhisan Himali Bag,2792
Himali Tigers,2793
Sect of Revolutionaries (Greece),2794
Macedonian nationalists,2795
National United Front of Democracy Against Dictatorship (UDD),2796
Tritiya Prastuti Committee (TPC),2797
Revolutionary Liberation Action (Epanastatiki Apelevtherotiki Drasi) - Greece,2798
Tibetan separatists,2799
Popular Front for Justice in the Congo,2800
Tharuhat Joint Struggle Committee (TJSC),2801
Revolutionary Headquarters (Turkey),2802
Citizen's Rights Protection Volunteers,2803
Terai Rastriya Mukti Sena (TRMS),2804
Tehrik-e-Galba Islam,2805
Islamic Jihad Union (Uzbekistan),2806
Minutemen American Defense,2807
Alexandros Grigoropoulos Anarchist Attack Group,2808
Balochistan Liberation United Front (BLUF),2809
Kara clan,2810
United People's Democratic Front (UPDF) - Bangladesh,2811
Bodo People's Front (BPF),2812
People's Committee against Police Atrocities (PCPA),2813
Gono Bahini (GB),2814
Lashkar-e-Islam (Pakistan),2815
Attack Teams for the Dissolution of the Nation (Greece),2816
Iraqi Sunni Extremists,2817
Deniers of Holidays,2818
NVF,2819
Boko Haram,2820
Zero Tolerance,2821
Illuminating Paths of Solidarity,2822
Militant Forces Against Huntingdon,2823
Revolutionary Cells (Argentina),2824
Black Eagles,2825
Urhobo Revolutionary Army,2826
Lashkar-e-Balochistan,2827
The Black Sun,2828
Kokang,2829
Parbatya Chattagram Jana Sanghati Samity (PCJSS) - Bangladesh,2830
Ansar Al Sunnah (Palestine),2831
Gholam Yahya Akbar,2832
Bangsamoro National Liberation Army,2833
Arauco Malleco Coordinating Group (CAM) - Chile,2834
Council for the Destruction of Order,2835
Islamic Party (Somalia),2836
Freedom Eagles of Africa,2837
Al-Jub Tribe,2838
Convention of Patriots for Justice and Peace,2839
Hoodie Wearers,2840
Anarchist Action (CA / United States),2841
Black and Red Anarchist and Anti-Authoritarians Initiative (Greece),2842
Merille Militia,2843
Terai Janatantrik Party,2844
Jacinto Araujo Internationalist Rebel Insurrectionist Brigade,2845
Paramilitary members,2846
United Liberation Front of Barak Valley (ULFBV) - India,2847
Shield of Islam Brigade,2848
Revolutionary Continuity,2849
Ansarul Islam (Pakistan),2850
Southern Yemen Separatists,2851
United Front for Democracy Against Dictatorship,2852
Terai Janatantrik Madhes Party,2853
Africa Marine Commando,2854
Sisters in Arms,2855
Janatantrik Terai Madhesh Mukti Morcha (JTMMM),2856
Rebellious Group Lambros Foundas,2857
Enyele Militia,2858
People's Democratic Struggle Movement,2859
Samyukta Jatiya Mukti Morcha (SJMM),2860
Aqmur,2861
Southern Mobility Movement (Yemen),2862
Fighting For Freedom Coalition (FFFC-Ottawa),2863
Dynamic Youth Forum,2864
Baloch Militant Defense Army,2865
Swatantra Nepal Dal,2866
Paraguayan People's Army (EPP),2867
Aniban ng Ayaw sa Komunista (ANAK) ,2868
Wahhabi Movement,2869
Groups for Dissemination of Revolutionary Theory and Action,2870
Popular Front of India,2871
Tehrik-e-Tuhafaz (Pakistan),2872
Real Ulster Freedom Fighters (UFF) - Northern Ireland,2873
Karabulak Gang,2874
Mouhajiroune Brigade,2875
Al-Bakazim,2876
Friends of Freedom,2877
Vandalicia Teodoro Suarez,2878
United Democratic Liberation Army (UDLA),2879
Terai Madheshi Mukti Morcha (TMMM),2880
Jund Al-Tawid,2881
Volunteers of Innocent People of Nagas (VIPN),2882
Garo National Liberation Army,2883
Sindhu Desh Liberation Army (SDLA),2884
Niger Delta Liberation Force (NDLF)-Nigeria,2885
Anarkista Jorge Banos Front of the Everyone For The Homeland Movement (MTP),2886
Delta Democratic Militia,2887
Misseriya Arab Tribesmen,2888
Karbi People's Liberation Tigers (KPLT),2889
Black Hawks (Anti-Wahhabists),2890
Baloch Mussalah Diffah Tanzim (BMDT),2891
Madhesh Mukti Sangram (MMS),2892
Tawhid and Jihad (Palestine),2893
Jamaah Ansharut Tauhid (JAT),2894
Arab People's Group,2895
South Sudan Liberation Army (SSLA),2896
Khumbuwan Mukti Morcha,2897
Sanghiya Limbuwan Committee (SLC),2898
Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),2899
Naga National Council (NNC),2900
Arab Socialist Baath Party of Iraq,2901
Joint Meeting Parties (JMP),2902
National Front for the Revolution in Burundi (FRONABU-Tabara),2903
Provisional RSPCA,2904
Adivasi People's Army (APA),2905
Khorasan jihadi group,2906
Baloch Liberation Tigers (BLT),2907
Kuki National Liberation Front (KNLF),2908
Yimchunger Liberation Front (YLF),2909
Muslim United Liberation Tigers of Assam (MULTA),2910
Zeliangrong United Front,2911
Hekla Reception Committee-Initiative for More Social Eruptions,2912
Hill Tiger Force (HTF),2913
Movement for Oneness and Jihad in West Africa (MUJAO),2914
Liberation and Justice Movement (LJM),2915
Soldiers of the Caliphate,2916
Comando Autónomo Voltaire Argandoña,2917
United Baloch Army (UBA),2918
Free Syrian Army,2919
Revolutionary Insurgent Armed Forces of Ecuador (FAIRE),2920
Eritrean Salvation Front (ESF),2921
Islamic Movement of Kashmir,2922
Individuals Tending Toward Savagery,2923
Zintani Militia,2924
Core Conspirators for the Extension of Chaos (Núcleo de Conspiradores por la Extensión de Kaos),2925
Adivasi Cobra Militants of Assam (ACMA),2926
Shabelle Valley militia,2927
Al-Nusrah Front,2928
Janatantrik Terai Madhes Mukti Party- Bhagat Singh (JTMMP),2929
Azawad National Liberation Movement (MNLA),2930
Qari Kamran Group,2931
Samyukta Terai Madhes Mukti Party,2932
Sudan People's Liberation Movement - North,2933
Syrian Army deserters,2934
Tehrik-e-Taliban Islami (TTI),2935
Sudan Liberation Army-Minni Minawi (SLA-MM),2936
Urban Guerrilla War,2937
Revolutionary Front,2938
Coordination Committee (CORCOM),2939
Bhittani tribe,2940
Zetas,2941
Jharkhand Janmukti Parishad (JJP),2942
Sindhudesh Revolutionary Army (SRA),2943
National Committee for the Restoration of Democracy and State (CNRDR),2944
People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P),2945
Communist Party of Nepal (People's War Group),2946
Supporters of Ali Abdullah Saleh,2947
Civilian Defense,2948
Al-Naqshabandiya Army,2949
Ansar al-Dine (Mali),2950
Sudanese Rebels,2951
South Sudan Democratic Army,2952
Pro Hartal Activists,2953
Mai Mai Simba Militia,2954
Force Etudiante Critique,2955
Shiv Sena,2956
Friends of Loukanikos,2957
Telangana Separatists,2958
Islami Jamiat-e-Talaba (IJT),2959
Mullah Dadullah Front,2960
Brigades of Imprisoned Sheikh Omar Abdel-Rahman,2961
Nepalbad Party,2962
Knights Templar (Caballeros Templarios),2963
Republican Action Against Drugs (RAAD),2964
Gbagbo Loyalists,2965
People's Amn Committee,2966
Mujahedeen Shura Council in the Environs of Jerusalem,2967
Sovereign Citizen,2968
International Revolutionary Front,2969
Izberbash Gang,2970
Partido Marxista-Leninista ng Pilipinas (PMLP),2971
Sindh Liberation Front,2972
Tolib Ayombekov loyalists,2973
Brigade of al-Mukhtar al-Thaqafi,2974
People's Protection Units (YPG),2975
Jaljala Army,2976
Bangsamoro Islamic Freedom Movement (BIFM),2977
Kilafah Islamic Movement,2978
Dissident Republican Guard,2979
Ansar Bayt al-Maqdis (Ansar Jerusalem),2980
Pro-LGBT Rights extremists,2981
Jaish-e-Islam,2982
David Yau Yau Militia,2983
Ansar al-Sharia (Libya),2984
Ansar al-Sharia (Tunisia),2985
Resistencia Galega,2986
Jaish Usama,2987
Yakariya Bango Insurgent Group,2988
Tajamo Ansar al-Islam,2989
Mombasa Republican Council (MRC),2990
National Freedom Party,2991
Zomi Revolutionary Army (ZRA),2992
Mujahidin Indonesia Timur (MIT),2993
Bengali Sangram Mukti Bahini,2994
Harakat Ansar Iran (HAI),2995
The New Irish Republican Army,2996
Sudurpaschim Janata Dal,2997
M23,2998
Diraa al-Shahbaa Rebel Brigade,2999
Tawheedul Islam,3000
Popular Front for Recovery (FPR),3001
Militant Minority (Greece),3002
Punjabi Taliban,3003
Biswabhumi Sena Bishal Nepal,3004
Mapuche activists,3005
Mujahideen Ansar,3006
Ansarullah Bangla Team,3007
Group of Popular Fighters,3008
Jaish al-Muhajireen wal-Ansar (Muhajireen Army),3009
Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood),3010
Golden Dawn,3011
Wild Freedom,3012
National Liberation Front of Provence (FLNP),3013
Bedouin Movement (Sudan),3014
Anti-Police extremists,3015
Mateo Morral Insurrectionist Commandos,3016
Mukhtar Army,3017
Muslim Renewal,3018
February 14th Movement,3019
Liwa al-Islam,3020
Communist Party of Nepal-Maoist (Baidya),3021
Yarmouk Martyrs Brigade,3022
Al-Herak Al-Tihami Movement,3023
Overall Deniers of Joining the Existing,3024
Islamic State of Iraq and the Levant (ISIL),3025
Epanastatiki Anatropi (Revolutionary Overthrow),3026
Terai Communist Party,3027
Jamaat Tauhid Wal Jihad (Pakistan),3028
National Democratic Front-Bicol (NDF-Bicol),3029
Hassan Mabkhut Group,3030
Anti-Clerical Pro-Sex Toys Group,3031
Maoist Communist Party of Manipur,3032
Colonel Albert Kahasha Militia,3033
Sayfullakh,3034
Balakhani Group,3035
Zehri Youth Force (ZYF),3036
Pattali Makkal Katchi (PMK),3037
Jumuiya ya Taasisi za Kiislam (Community of Muslim Organizations),3038
Abdul Qader Husseini Battalions of the Free Palestine movement,3039
Anti-Gentrification Front,3040
Anti-Gun Control extremists,3041
Pattani United Liberation Organization-MKP (PULO-MKP),3042
Armed Group for the Defence of the People,3043
Al-Ashtar Brigades,3044
Sudan Revolutionary Front (SRF),3045
Proletariat Self-defense Groups,3046
English Defense League (EDL),3047
Los Rastrojos (Colombia),3048
Borderless Solidarity Cell (BSC),3049
Ahrar al-Sham,3050
United Achik Liberation Army (UALA),3051
313 Brigade (Syria),3052
Liwa al-Sham,3053
Civilian Joint Task Force (JTF),3054
Detonators of Social Uprisings,3055
Unsubordinated Desires,3056
Pahadi Cheetah,3057
Okba Ibn Nafaa Brigade,3058
Liwa al-Haqq,3059
Students For Insurrection,3060
Zuwar al-Imam Rida,3061
Four Martyrs Brigade,3062
The Mujahadeen Room in Latakia Countryside,3063
Aisha Umm-al Mouemeneen (Brigades of Aisha),3064
Popular Resistance Brigade,3065
Amazigh Islamic Front,3066
National Liberation Force of Bengalis (Bangali Janamukti Bahini),3067
Sanatan Sanstha,3068
Veterans United for Non-Religious Memorials,3069
Angry Foxes Cell,3070
Al-Furqan Brigades,3071
Makhachkala Gang,3072
Defenders of the Nation's Sovereignty,3073
Mapuche Ancestral Resistance (RAM),3074
Ombatse Cult,3075
Vanguards of the Caliphate,3076
Caspian Group,3077
Bru National Liberation Front (BNLF),3078
Powers of the Revolutionary Arc,3079
Moro Ghuraba,3080
Liwa al-Tawhid,3081
Aba Cheali Group,3082
Al-Qaida in the Indian Subcontinent,3083
Libya Revolutionaries Operations Room (LROR),3084
Ayesha bint al-Sadiq Brigade,3085
Jaish al-Adl,3086
Militant People's Revolutionary Forces,3087
Ansaru ash-Sharia (Russia),3088
Achik National Volunteer Council-B (ANVC-B),3089
Manipur Naga People's Army (MNPA),3090
Seleka,3091
Jaish al-Mukhtar,3092
Anti-Balaka Militia,3093
Baloch National Liberation Front,3094
Unification Army Sons Brigade,3095
National Democratic Alliance Army (NDAA-ESSA),3096
Tehrik-e-Nifaz-e-Aman Balochistan-Jhalawan Brigade (TNAB-Jhalawan Brigade),3097
Zwai Tribe,3098
Libya Shield Force,3099
Jund al-Islam,3100
Abu Jaafar al-Mansur Brigades,3101
Hadramawt Tribes Alliance,3102
Tabu Tribe,3103
Achik Tiger Force,3104
Abu Bakr Unis Jabr Brigade,3105
Abu Tira (Central Reserve Forces),3106
Tehama Movement,3107
Sudan People's Liberation Movement in Opposition (SPLM-IO),3108
National Liberation Council of Taniland,3109
Ajnad Misr,3110
Achik National Liberation Army (ANLA),3111
Al-Qaqa Brigade,3112
Islamic Front (Syria),3113
Tarok Militia,3114
Anti-Yanukovych extremists,3115
Baloch Waja Liberation Army (BWLA),3116
Mai Mai Bakata Katanga Militia,3117
Tehrik-e-Khilafat,3118
Right Sector,3119
Mustafa al-Hujairi Group,3120
Jaish as-Saiyouf (Army of Swords),3121
The Association for Islamic Mobilisation and Propagation (UAMSHO),3122
Pro-Russia Militia,3123
Biafra Zionist Movement (BZM),3124
Russian Unity,3125
Cyrenaica Self-Defense Force,3126
United Tribal Liberation Army (UTLA),3127
Al-Islah Party,3128
Raskamboni Movement,3129
Liwa Ahrar al-Sunna,3130
Tiv Militia,3131
Al-Mus'abi Tribe,3132
Achik Songna An'pachakgipa Kotok (ASAK),3133
National Santhali Liberation Army (NSLA),3134
Military Council of the Tribal Revolutionaries (MCTR),3135
Orakzai Freedom Movement,3136
Donetsk People's Republic,3137
Ses'khona Peoples' Rights Movement,3138
Sudanese People's Front,3139
Jaish Tahkim al-Din,3140
Luhansk People's Republic,3141
Alliance of Patriots for a Free and Sovereign Congo (APCLS),3142
Democratic Front of the Central African People (FDPC),3143
Tanzeem al-Islami al-Furqan,3144
Haftar Militia,3145
Student Network of Mandalay,3146
Jaish al-Islam (Libya),3147
Baloch Republican Guards (BRG),3148
Rafallah al-Sahati Brigade,3149
Jharkhand Bachao Aandolan,3150
Incel extremists,3151
Organization for Revolutionary Self Defense,3152
United Karbi Liberation Army (UKLA),3153
Bodu Bala Sena,3154
Dima Hasao National Army,3155
Southern Front,3156
Mitiga Militia,3157
Saraya al-Mukhtar,3158
Bangalee Somo Odhikar Andolon,3159
Libyan Militia,3160
Sinai Province of the Islamic State,3161
Barq al-Nasser Brigade,3162
Hamza Combat Group against Atheism and Heresy,3163
Armed Forces for National Salvation - Army of the People (FASN-EP),3164
National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK),3165
Islamic Youth Shura Council,3166
February 17 Martyrs Brigade,3167
Achik National Cooperative Army (ANCA),3168
Misrata Brigades,3169
Al-Madani Brigade,3170
Rabha National Security Force,3171
Greater Damascus Operations Room,3172
Mabanese Defence Forces,3173
Knights of Janzour,3174
Orfei Harsha'am,3175
Abu Obaida bin Jarrah Brigade,3176
Jaish-e-Khorasan (JeK),3177
Unified Communist Party of Nepal (Maoist),3178
German Resistance Movement,3179
Halqa-e-Mehsud,3180
Jamaat-ul-Ahrar,3181
Random Anarchists,3182
Proletarian Solidarity,3183
Al-Jihad (Pakistan),3184
Shura Council of Benghazi Revolutionaries,3185
Jund al-Khilafa,3186
Nduma Defense of Congo (NDC),3187
Jharkhand Prastuti Committee (JPC),3188
Manipur Nationalist Revolutionary Party (MNRP),3189
The Irish Volunteers,3190
Economic Freedom Fighters,3191
Cossack Separatists,3192
Army of the Tribes,3193
Al-Zintan Revolutionaries' Military Council,3194
Yazidi extremists,3195
Donskoy Army,3196
Al-Sawaiq Brigade,3197
Mawlawi and Mansour Group,3198
Zawiya Martyrs Brigade,3199
Barqa Province of the Islamic State,3200
Anarchist Anti-Capitalist Action Group,3201
Kharkiv Partisans,3202
Youth of the Land of Egypt,3203
Tripoli Province of the Islamic State,3204
Proletarian Assault Group,3205
Hafiz Gul Bahadur Group,3206
Free Balochistan Army (FBA),3207
Supporters of the Islamic State in the Land of the Two Holy Mosques,3208
United Aryan Empire,3209
Al-Faruq Militia,3210
Yekbun,3211
Lehava,3212
Khorasan Chapter of the Islamic State,3213
Ta'ang National Liberation Army (TNLA),3214
Anarchist Attack Consortium,3215
Jund Ansar Allah,3216
Free Network South (Freies Netz Sued),3217
Arab Movement of Azawad (MAA),3218
Shura Council of Mujahideen in Derna,3219
Shamiya Front,3220
Fezzan Province of the Islamic State,3221
Popular Resistance Movement (Egypt),3222
Revenge Movement,3223
Marwan Al-Qawasimi and Amir Abu-Ayshah Group,3224
Anarchist Commando Nestor Makhno Group,3225
Revolutionary Movement for National Salvation (REMNASA),3226
Self-Defense Group of Imghad Tuaregs and Allies (GATIA),3227
Revolutionary Punishment Movement,3228
Barak Valley Tiger Force (BVTF),3229
Bru Democratic Front of Mizoram (BDFM),3230
Murle Tribe,3231
Algeria Province of the Islamic State,3232
Maoist Communist Party (MKP),3233
Al-Saadawi Militia,3234
Al-Sham Legion,3235
Ansar al-Din Front,3236
Ahle Sunnat Wal Jamaat (ASWJ-Pakistan),3237
Gathering to Aid the Oppressed,3238
Kouweikhat Group,3239
A'chik Matgrik Elite Force (AMEF),3240
Patriotic Europeans against the Islamization of the West (PEGIDA),3241
Supporters of Abd Rabbuh Mansur Hadi,3242
Hindu Illaignar Sena,3243
Jund al-Khilafah (Tunisia),3244
Sanaa Province of the Islamic State,3245
Lahij Province of the Islamic State,3246
Jaysh al-Islam (Syria),3247
West Indonesia Mujahideen,3248
Nihilistic Patrol and Neighborhood Arsonists,3249
People's Defense Unit (Turkey),3250
Jamaah Ansharut Daulah,3251
Jharkhand Sangharsh Jan Mukti Morcha,3252
Urhobo Gbagbako,3253
Popular Resistance Committees (Yemen),3254
Shabwah Province of the Islamic State,3255
Ukrainian Insurgent Army,3256
Dravidar Viduthalai Kazhagam (DVK),3257
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),3258
Macina Liberation Front (FLM),3259
Coordination of Azawad Movements (CMA),3260
Nyatura Militia,3261
Hadramawt Province of the Islamic State,3262
Abdul Ghani Kikli Militia,3263
United National Liberation Front of WESEA (UNLFW),3264
Supporters of the Islamic State in Jerusalem,3265
Najd Province of the Islamic State,3266
Lashkar-e-Islam (India),3267
Lama Group,3268
Medfaiyah Wal-Sewarigh Brigade,3269
Revolutionary Cells Network (SRN),3270
The Revolt,3271
Odessa Underground,3272
Ansar al-Sharia Operations Room (Syria),3273
Jaish al-Fatah (Syria),3274
Islamic State in Egypt,3275
National Liberation Front (Ecuador),3276
The Third Way (Der III. Weg),3277
Group of the Fatima Church Attack,3278
Aleppo Fatah Operations Room,3279
Puratchi Puligal,3280
Freital Group,3281
Saraya Waad Allah,3282
Hijaz Province of the Islamic State,3283
Free and Democratic Society of Eastern Kurdistan (KODAR),3284
Adan-Abyan Province of the Islamic State,3285
Arakan Army (AA),3286
Magahat Militia,3287
Sheikh Omar Hadid Brigade,3288
Baloch Young Tigers (BYT),3289
Death Squad (Iraq),3290
Al-Haydariyah Battalion,3291
Hindu Morcha Nepal,3292
Rubicon (Rouvikonas),3293
Bangladesh Tiger Force,3294
Islamic State in Bangladesh,3295
United Garo Security Force (UGSF),3296
Shura Council of Ajdabiya Revolutionaries,3297
Arakan Liberation Party (ALP),3298
Sunni Resistance Committees in Lebanon (SRCL),3299
Awdal Regional Administration Army (ARAA),3300
Al-Furqan (Tunisia),3301
Tepi Youth,3302
Jai Shri Ram Hindu Bhai Group,3303
Free Libya Martyrs Brigade,3304
Aceh Singkil Islamic Care Youth Students Association (PPI),3305
Bahrain Province of the Islamic State,3306
Maute Group,3307
Majlis-e-Askari,3308
Pagan Sect of the Mountain,3309
Anti-Sikh extremists,3310
Baba Ladla Gang,3311
Abu Salim Martyr's Brigade,3312
United Democratic Madhesi Front (UDMF),3313
United Gorkha People's Organization (UGPO),3314
Ansar Al-Khilafa (Philippines),3315
Revolutionaries Army (Jaysh al-Thowwar),3316
South Sudan Armed Forces (SSAF),3317
Berom Militants,3318
Ansar al-Imam Musa al-Sadr,3319
Islamic Movement (Nigeria),3320
Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD),3321
Kata'ib al-Imam Ali,3322
Anarchist Cell Acca (C.A.A.),3323
Raia Mutomboki Militia,3324
Ramiro Ledesma Social Centre,3325
Lekagak Tenggamati,3326
Caucasus Province of the Islamic State,3327
Citizens for Constitutional Freedom,3328
Harakat al-Nujaba,3329
Achik Matgrik Army (AMA),3330
Mutassim Billah Gaddafi Battalion,3331
Democratic Youth Federation of India (DYFI),3332
Weichan Auka Mapu,3333
United Reformation Protest of India,3334
Moran Tiger Force (MTF),3335
Janatantrik Tiger Janashakti Party,3336
Union of Patriots for the Defense of Innocents (UPDI),3337
Antagonistic Nuclei of the New Urban Guerrilla,3338
Niger Delta Avengers (NDA),3339
Youth Movement for the Total Liberation of Azawad,3340
Kuki Independent Organization (KIO/KIA),3341
Tawheed Militia,3342
Republican Forces of Burundi (FOREBU),3343
Civil Protection Units (YPS),3344
Mai Mai Karakara Militia,3345
Court Reform extremists,3346
Tripoli Revolutionaries Battalion,3347
Liberation of Achik Elite Force (LAEF),3348
Base Movement,3349
Jaish al-Umar (JaU),3350
Jundul Khilafah (Philippines),3351
Syrian Turkmen Brigades,3352
Gunib Group,3353
Tripura Group,3354
Jund al-Aqsa,3355
South Group (Russia),3356
Jabha East Africa,3357
Tribal Revolutionary Army (TRA),3358
Kani Brigade,3359
Omar Mukhtar Militia,3360
Nur-al-Din al-Zinki Movement,3361
Kizilyurtovskiy Group,3362
National Socialist Council of Nagaland-Unification (NSCN-U),3363
Revolutionary Communist Centre (RCC),3364
Rohingya extremists,3365
Abu Amarah Battalion,3366
Red Egbesu Water Lions,3367
Tiwa Liberation Army,3368
South East Antrim Brigade,3369
Niger Delta extremists,3370
Concerned Militant Leaders (CML),3371
Kazakhstan Liberation Army,3372
Ghniwah Militia,3373
Suqour al-Ahvaz,3374
Ansar al-Furqan,3375
Jaish al-Sunnah,3376
Islamic Movement for the Liberation of Raja,3377
Benghazi Defense Brigades (BDB),3378
Anti-Trump extremists,3379
National Revolutionary Front of Manipur (NRFM),3380
Shamil Group,3381
Les Casseurs,3382
Red Scorpion,3383
Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,3384
Black Hebrew Israelites,3385
Anti-White extremists,3386
Peace at Home Council,3387
Mai Mai Manu Militia,3388
Hasam Movement,3389
Sasna Tsrer,3390
Mai Mai Mazembe Militia,3391
Al-Nasir Army (Syria),3392
Fetullah Terrorist Organization,3393
Jaish al-Mujahideen (Syria),3394
Ahmad Luebaesa Group,3395
League of Damascus for Special Tasks,3396
Opponents of disabled people,3397
New Indigenous People's Army,3398
Peoples' United Revolutionary Movement (HBDH),3399
Niger Delta Justice Defense Group (NDJDG),3400
Kuki Unification Frontal Organization (KUFO),3401
Vetevendosje,3402
Dashmesh Regiment,3403
All Assam Revolutionary Army (AARA),3404
Unrepentant Anarchists,3405
Niger Delta Greenland Justice Mandate (NDGJM),3406
Syrian Democratic Forces (SDF),3407
Nuer White Army,3408
Revolution's Brigade,3409
Rugovasit Group,3410
"Lone Wolves of Radical, Autonomous, Militant National Socialism",3411
Chama Pueblo en Rebelion,3412
Islamic State in the Greater Sahara (ISGS),3413
The 78 Unemployed,3414
Authenticity and Development Front,3415
Thanthai Periyar Dravidar Kazhagam (TPDK),3416
Kamwina Nsapu Militia,3417
"Return, Reclamation, Rehabilitation (3R)",3418
Martyr al-Nimr Battalion,3419
Tehrik-e-Hurriyat (TeH),3420
Al-Yakin Mujahidin,3421
Mariscal Lopez Army (EML),3422
Agwelek Forces,3423
Abbala extremists,3424
Alde Hemendik Movement,3425
No Borders Group,3426
Popular Mobilization Forces (Iraq),3427
Union for Peace in Central Africa (UPC),3428
Ajnad al-Sham,3429
Bahoz,3430
Nordic Resistance Movement,3431
Al Bayda Province of the Islamic State,3432
Popular Front for the Renaissance of the Central African Republic (FPRC),3433
Shuar extremists,3434
Ma'sadat al-Mujahideen,3435
Khaled Ibn al-Walid Army,3436
Anti-Park extremists,3437
Jharkhand Kranti Raksha Dal (Utari Chotanagpur),3438
Sindh Revolutionary Army,3439
Ansar al-Islam (Burkina Faso),3440
The Independent Military Wing of the Syrian Revolution Abroad,3441
Haji Fateh,3442
Al-Fateh Al-Jadid,3443
Groups of Martyr Baha Eleyan,3444
Al-Zawiya Syndicates Council,3445
Misanthropic Division,3446
Hay Andalus Defense Operations Room,3447
Fajr al-Umma Brigade,3448
People's Revolutionary Movement (MRP),3449
Anti-LGBT extremists,3450
Abu Abbas Brigade,3451
Twa Militia,3452
Hay'at Tahrir al-Sham,3453
Revolutionary Armed Forces of Colombia (FARC) dissidents,3454
Thadou People's Liberation Army (TPLA),3455
Quit Kashmir Movement (QKM),3456
Cells of Direct Attack - Living Waste Group,3457
Conspiracy of Vengeful Arsonists,3458
United Achik National Front (UANF),3459
Benishangul Gumuz People's Liberation Movement,3460
Jamaat Nusrat al-Islam wal Muslimin (JNIM),3461
Council for Justice in Azawad,3462
Nikhil Bharat Bangali Udbastu Samannay Samiti (NBBUSS),3463
Naga extremists,3464
Anti-Arab extremists,3465
Rajput extremists,3466
Fire and Flame for the Police (FFdP),3467
Misurata Rebels,3468
